model,training_size,run_id,seed,auroc,f1,accuracy,precision,recall
random_forest,320,17,6059,0.71625,0.6410256410256411,0.65,0.6578947368421053,0.625
random_forest,320,18,6060,0.71625,0.6410256410256411,0.65,0.6578947368421053,0.625
random_forest,320,19,6061,0.71625,0.6410256410256411,0.65,0.6578947368421053,0.625
svm_rbf,80,0,42,0.6043749999999999,0.5405405405405406,0.575,0.5882352941176471,0.5
svm_rbf,80,1,43,0.6187499999999999,0.5813953488372093,0.55,0.5434782608695652,0.625
svm_rbf,80,2,44,0.273125,0.5588235294117647,0.625,0.6785714285714286,0.475
svm_rbf,80,3,45,0.5415625,0.525,0.525,0.525,0.525
svm_rbf,80,4,46,0.7418750000000002,0.6493506493506493,0.6625,0.6756756756756757,0.625
svm_rbf,80,5,47,0.6131249999999999,0.5230769230769231,0.6125,0.68,0.425
svm_rbf,80,6,48,0.70625,0.6493506493506493,0.6625,0.6756756756756757,0.625
